architecture,lr,normalization,accuracy,loss,classification_accuracy
"12;8", 0.0002, min_max,0.8823529481887817, 0.30372095108032227, 0.8823529411764706
"12;8", 0.0002, zero_one,0.8995943069458008, 0.2628251612186432, 0.8995943204868154
"12;8", 0.0001, min_max,0.8514198660850525, 0.3532673418521881, 0.8514198782961461
"12;8", 0.0001, zero_one,0.7307302355766296, 0.5348931550979614, 0.7307302231237323
"16;8", 0.01, min_max,0.9011155962944031, 0.2518339157104492, 0.9011156186612576
"16;8", 0.01, zero_one,0.889452338218689, 0.25559115409851074, 0.8894523326572008
"16;8", 0.005, min_max,0.9001014232635498, 0.25783050060272217, 0.9001014198782962
"16;8", 0.005, zero_one,0.9107505083084106, 0.23819690942764282, 0.9107505070993914
"16;8", 0.002, min_max,0.907707929611206, 0.25654301047325134, 0.907707910750507
"16;8", 0.002, zero_one,0.8990872502326965, 0.26191896200180054, 0.8990872210953347
"16;8", 0.001, min_max,0.8975659012794495, 0.262057363986969, 0.8975659229208925
"16;8", 0.001, zero_one,0.9006085395812988, 0.25009849667549133, 0.9006085192697769
"16;8", 0.0005, min_max,0.8990872502326965, 0.2636783719062805, 0.8990872210953347
"16;8", 0.0005, zero_one,0.9021298289299011, 0.25943249464035034, 0.902129817444219
"16;8", 0.0002, min_max,0.8955374956130981, 0.2807238698005676, 0.8955375253549696
"16;8", 0.0002, zero_one,0.8402636647224426, 0.4223366379737854, 0.84026369168357
"16;8", 0.0001, min_max,0.8646044731140137, 0.3289720416069031, 0.8646044624746451
"16;8", 0.0001, zero_one,0.8220081329345703, 0.4338950216770172, 0.8220081135902637
"10;8;6", 0.01, min_max,0.8985801339149475, 0.24143533408641815, 0.8985801217038539
"10;8;6", 0.01, zero_one,0.9041582345962524, 0.2505647540092468, 0.904158215010142
"10;8;6", 0.005, min_max,0.8940162062644958, 0.2654009461402893, 0.8940162271805274
"10;8;6", 0.005, zero_one,0.9046652913093567, 0.23857420682907104, 0.9046653144016227
"10;8;6", 0.002, min_max,0.9041582345962524, 0.24913521111011505, 0.904158215010142
"10;8;6", 0.002, zero_one,0.9006085395812988, 0.25303950905799866, 0.9006085192697769
"10;8;6", 0.001, min_max,0.9036511182785034, 0.2627582550048828, 0.9036511156186613
"10;8;6", 0.001, zero_one,0.9041582345962524, 0.25146254897117615, 0.904158215010142
"10;8;6", 0.0005, min_max,0.906693696975708, 0.2541724145412445, 0.9066937119675457
"10;8;6", 0.0005, zero_one,0.8889452219009399, 0.2639501988887787, 0.8889452332657201
"10;8;6", 0.0002, min_max,0.8914807438850403, 0.2770947515964508, 0.8914807302231237
"10;8;6", 0.0002, zero_one,0.8823529481887817, 0.27430209517478943, 0.8823529411764706
"10;8;6", 0.0001, min_max,0.8711967468261719, 0.32128241658210754, 0.8711967545638946
"10;8;6", 0.0001, zero_one,0.8651115894317627, 0.3905687928199768, 0.8651115618661258
"12;8;6", 0.01, min_max,0.9041582345962524, 0.2567542791366577, 0.904158215010142
"12;8;6", 0.01, zero_one,0.9046652913093567, 0.24181339144706726, 0.9046653144016227
"12;8;6", 0.005, min_max,0.8960446119308472, 0.2549748420715332, 0.8960446247464503
"12;8;6", 0.005, zero_one,0.9046652913093567, 0.22826839983463287, 0.9046653144016227
"12;8;6", 0.002, min_max,0.9056795239448547, 0.24494019150733948, 0.9056795131845842
"12;8;6", 0.002, zero_one,0.9056795239448547, 0.2482079714536667, 0.9056795131845842
"12;8;6", 0.001, min_max,0.9011155962944031, 0.2566143274307251, 0.9011156186612576
"12;8;6", 0.001, zero_one,0.8980730175971985, 0.2719046473503113, 0.8980730223123732
"12;8;6", 0.0005, min_max,0.8995943069458008, 0.26262167096138, 0.8995943204868154
"12;8;6", 0.0005, zero_one,0.9041582345962524, 0.24877165257930756, 0.904158215010142
"12;8;6", 0.0002, min_max,0.8914807438850403, 0.27345016598701477, 0.8914807302231237
"12;8;6", 0.0002, zero_one,0.8296145796775818, 0.4320586025714874, 0.8296146044624746
"12;8;6", 0.0001, min_max,0.8625760674476624, 0.3158338963985443, 0.8625760649087221
"12;8;6", 0.0001, zero_one,0.8377282023429871, 0.39296308159828186, 0.8377281947261663
"16;8;6", 0.01, min_max,0.8960446119308472, 0.27079689502716064, 0.8960446247464503
"16;8;6", 0.01, zero_one,0.9087221026420593, 0.2390361875295639, 0.9087221095334685
"16;8;6", 0.005, min_max,0.8960446119308472, 0.25517943501472473, 0.8960446247464503
"16;8;6", 0.005, zero_one,0.9051724076271057, 0.326403945684433, 0.9051724137931034
"16;8;6", 0.002, min_max,0.9006085395812988, 0.24089358747005463, 0.9006085192697769
"16;8;6", 0.002, zero_one,0.9021298289299011, 0.2692936360836029, 0.902129817444219
"16;8;6", 0.001, min_max,0.9001014232635498, 0.25854334235191345, 0.9001014198782962
"16;8;6", 0.001, zero_one,0.9001014232635498, 0.2698909342288971, 0.9001014198782962
"16;8;6", 0.0005, min_max,0.9026369452476501, 0.2529079020023346, 0.9026369168356998
"16;8;6", 0.0005, zero_one,0.8975659012794495, 0.26972299814224243, 0.8975659229208925
"16;8;6", 0.0002, min_max,0.8950304388999939, 0.2709638774394989, 0.8950304259634888
"16;8;6", 0.0002, zero_one,0.9021298289299011, 0.2510976195335388, 0.902129817444219
"16;8;6", 0.0001, min_max,0.8529411554336548, 0.3349217474460602, 0.8529411764705882
"16;8;6", 0.0001, zero_one,0.866632878780365, 0.3730580508708954, 0.8666328600405679
